"conno","clssc_nm","entrp_nm","cont","unmrg_yr","undrt_ntn_nm","undrt_entrp_itm_nm","sell_ntn_nm","sell_entrp_nm","sell_entrp_itm_nm","unmrg_amt_val","unmrg_prps_cont","spftr_cont","rmrk","opert_sctin_cd","data_crtin_dt","cntct_prces_stts_cd","cntct_prces_dt"
"595",국내-국내(In-In),폴루스바이오팜,"<p>(주)폴루스바이오팜은 (주)지티에스코리아의 지분을 100% 보유하고 있음. 본 합병 완료시 (주)폴루스바이오팜은 존속회사로 계속 남아 있게 되며, 피합병법인 (주)지티에스코리아는 합병 후 해산하게 됨. 합병법인 (주)폴루스바이오팜은 본 합병을 함에 있어 신주를 발행하지 않으며, 본 합병 완료 후 (주)지티에스코리아의 최대주주 변경은 없음</p><p>본 합병을 통해 신규사업을 확대하고 경영 효율성을 제고하여, 회사의 재무 및 영업에 긍정적인 영향을 미칠 것으로 예상함</p>","2018","",통신장비 제조업,"",지티에스코리아,지티에스코리아,"",완전자회사의 흡수합병을 통해 신규사업 확대 및 경영 효율성을 제고,"","",I,"20210119",S,"20231014"
"79",국내-해외(In-Out),에스티로더,"<p>미국 화장품 기업 에스티 로더 컴퍼니즈가 국내 화장품 브랜드 닥터자르트를 인수한다.</p><p>에스티 로더 컴퍼니즈는 2015년 12월 해브엔비의 지분 33.3%를 사들이면서 2대 주주로 이름을 올렸고, 해브엔비의 주식 3분의 2를 인수하는데도 합의했다.</p><p>닥터자르트는 전 세계 37개국에 진출해 스킨제어 제품들을 선보였고, 2015년 860억원이었던 매출액은 18년 4898억원으로 늘었다.</p><p>에스타로더 컴퍼니즈는 에스티 로더, 맥, 바비, 브라운, 조 말론 등 유명 뷰티 브랜드를 보유한 회사다.</p>","2019",미국,화장품,한국,닥터자르트,닥터자르트,"17억달러","","","",I,"20210119",S,"20231014"
"255",국내-국내(In-In),에스케이제2호기업인수목적,"<p>에스케이제2호기업인수목적㈜는 다른 기업과의 합병을 유일한 사업목적으로 하는 회사로써 ㈜한강인터트레이드와 합병 후에는 대상회사의 주요 사업인 해외 유명 코스메틱 브랜드에 대한 국내 독점 마케팅·공급 사업과 라이선스 계약 등을 통한 자체 보유 브랜드에 대한 상품기획, OEM 생산 및 유통 사업을 전개할 예정입니다.</p><p>한편, 에스케이제2호기업인수목적㈜의 설립 및 코스닥시장 공모 시에 모집된 자금은 합병 후 존속법인의 사업확장 및 재무구조 개선을 위하여 사용될 예정입니다. 현재도 꾸준한 순이익이 발생함으로 재무 안정성은 양호한 것으로 판단되나, 추가적인 자금을 토대로 추가적인 해외 브랜드 론칭, 자체 브랜드 기획에 따른 마케팅, 우수 인력 채용 등에도 자금 사용 함으로써 기업의 외형을 확대할 수 있을 것입니다.</p>","2016","",기업인수,"",한강인터트레이드,한강인터트레이드,"960",경쟁력을 강화하고 경영효율성을 증대하여 주주가치의 극대화,"","",I,"20210119",S,"20231014"
"395",해외-해외(Out-Out),NTT도코모,<p>NTT도코모가 수익모델이 될 수 있는 새로운 통신서비스 발굴 차원에서 TV홈쇼핑 회사를 인수했다고 밝혔다. 회사는 홈쇼핑 업체 오크론의 주식 51%를 310억엔(약 4000억원)에 취득했다. TV홈쇼핑 고객이 자사의 휴대폰 결제서비스를 이용하도록 하기 위해서다. 또 2011년부터 서비스할 모바일 단말기 전용 멀티미디어 방송에 대비해 콘텐츠를 보강하려는 목적도 있다.&nbsp;</p><p>이번 기업 인수는 NTT도코모가 2013년 3월까지의 중기 경영계획으로 내건 ‘신규사업 창출을 위한 출자 및 제휴’ 계획의 일환이다. 회사는 휴대폰 동영상 서비스와 대금 결제서비스 등을 접목해 시너지 효과를 창출하는 한편 모바일 비즈니스를 강화할 계획이다.</p>,"2009",일본,통신,일본,오크론,오크론,"310억엔","",지분 51%,"",I,"20210119",S,"20231014"
"351",국내-국내(In-In),녹원씨아이,"<p>합병법인인 (주)녹원씨아이는 피합병법인인 (주)녹원씨엔아이의 발행주식의 100%를 보유하고 있습니다. 또한 합병법인은 피합병법인을 합병비율 1:0으로 흡수합병하며, 본 합병으로 인하여 합병법인이 발행할 신주는 없습니다. 본 합병 완료시 최대주주의변경은 없으며, 합병법인 (주)녹원씨아이는 존손회사로 계속 남아있게 되고, 피합병법인 (주)녹원씨엔아이는 소멸하게 됩니다.<br></p>","2017","",기타 인쇄관련 산업,"",녹원씨엔아이,녹원씨엔아이,"",완전자회사의 흡수합병을 통한 시너지 창출,"","",I,"20210119",S,"20231014"
"107",해외-해외(Out-Out),미탈스틸,"<p>아셀로르 이사회가 5개월 만에 미탈스틸의 합병제안을 받아 들였다. 이로써 시장점유율 10%를 차지하는 거대 철강사가 탄생했다.</p><p>주주들의 반대 없이 세계 1위 철강사 미탈과 2위 철강사 아셀로로의 합병이 성사됐다.<br></p><p>미탈은 아셀로르와 합병을 위해 당초 조건보다 주당 5유로 많은 주당 40,37유로를 제시했다.(269억 유로)</p>","2006",네덜란드,철강,프랑스,아르셀로,아르셀로,"269억유로","","","",I,"20210119",S,"20231014"
"766",국내-국내(In-In),포워드컴퍼니스,"<p>포워드컴퍼니스는 피합병법인인 상지건설(주)의 최대주주로서 상지건설(주) 발행주식의 94.41%을 보유하고 있음.</p><p>합병법인 (주)포워드컴퍼니스는 피합병법인 상지건설(주)를 합병비율 1:0으로 흡수합병하며, 피합병법인의 소액주주들에게는 합병교부금으로서 총 126백만원을 지급할 예정으로 본 합병으로 인하여 합병법인이 발행할 신주는 없음. 따라서 합병 완료시 최대주주의 변경은 없으며, 합병법인 (주)포워드컴퍼니스는 존속 회사로 계속 남아있게 되고 피합병법인 상지건설(주)는 소멸됨.</p>","2017","",건물 건설업,"",상지건설,상지건설,"",경영 효율성 제고 및 기업 경쟁력 강화,"","",I,"20210119",S,"20231014"
"499",국내-국내(In-In),폭스브레인홀딩스,"<p>유테크 최대주주 (주)에스엔피홀딩스는 그 보유주식 776,053주를 폭스브레인홀딩스(주)에게 양도하는 주식 및 경영권양수도 계약을 체결하였습니다.<br></p>","2018","",부동산 및 금융컨설팅,"",에스엔피홀딩스,에스엔피홀딩스,"100",최대주주 변경을 수반하는 주식양수도 계약,유테크 주식양수도,"",I,"20210119",S,"20231014"
"292",국내-국내(In-In),사조동아원,"<p>사조동아원은 제분사업부문 통합에 의한 경영효율성 증대 및 시너지 효과 극대화를 위해 한국제분을 흡수합병하기로 했다. 합병 후 사조동아원의 최대주주는 23.2%를 보유한 사조씨푸드로 변경되며, 특수관계인의 지분까지 포함하면 58.28%다.<br></p>","2017","",배합 사료,"",한국제분,한국제분,"",경영효율성의 증대 및 시너지효과를 극대화 하여 기업가치를 제고,"","",I,"20210119",S,"20231014"
"536",해외-해외(Out-Out),아마존,"<p>아마존이 와이파이 초인종, 비디오카메라 등 스마트홈 기기를 제조하는 링을 인수했다. 링 측은 아마존과 같은 독창적 고객중심 회사와 파트너쉽을 맺음으로 우리의 비전이 더 큰 성취를 이룰 수 있기를 기대한다고 밝혔다.</p><p>IT 전문가들은 이번 링 인수는 아마존이 스마트홈 기술 시장으로 진입하는 본격적인 신혼탄이 될 것으로 보인다고 말했다. 아마존의 플랫폼이 링의 다양한 제품 영역으로 확장될 것이라는 얘기다.</p><p>구체적인 인수 가격은 알려지지 않았지만 로이터 통신은 최소 10억달러 이상일 것으로 관측했다. 과거 인수합병 사례와 비슷하게 이번에도 아마존은 인수 협방시 끝난 후에도 링이 자사 브랜드를 유지하면서 독립적으로 회사를 운영토록 할 것으로 알려졌다.</p>","2018",미국,전자상거래,미국,링,링,"10억달러",사업확장,"","",I,"20210119",S,"20231014"
"767",국내-국내(In-In),에스엠컬처앤콘텐츠,"<p>에스엠컬처앤콘텐츠는 에스엠컨텐츠앤커뮤니케이션즈(주)의 지분을 100% 보유하고 있으며, 합병법인인 (주)에스엠컬처앤콘텐츠는 본 합병을 함에 있어 신주를 발행하지 않습니다.</p><p><br></p><p>- 본 합병 완료 후 (주)에스엠컬처앤콘텐츠의 최대주주 변경은 없습니다.</p><p>- 본 합병을 통해 인적, 물적 자원을 효율적으로 활용함으로써 경쟁력 강화를 기대할 수 있으며, 통합전략 수립을 통해 시너지효과를 극대화시켜 재무 및 영업에 긍정적인 영향을 미칠 것으로 예상합니다.</p>","2017","",광고 대행업,"",에스엠컨텐츠앤커뮤니케이션즈,에스엠컨텐츠앤커뮤니케이션즈,"",사업 다각화 및 조직 통합을 통한 경영효율화,"","",I,"20210119",S,"20231014"
"241",국내-국내(In-In),현대종합상사,"<p>(1) 회사의 경영에 미치는 효과</p><p>본 보고서 제출일 현재 피합병법인인 현대자원개발 주식회사의 최대주주는 합병법인인 현대종합상사 주식회사로 100% 지분을 보유하고 있습니다. 또한 합병법인과 피합병법인은 합병비율 1 : 0으로 흡수합병하며, 본 합병으로 인하여 합병법인이 발행할 신주는 없습니다. 본 합병 완료 시 최대주주의 변경은 없으며, 합병법인인 현대종합상사 주식회사는 존속회사로 계속 남아있게 됩니다.</p><p><br></p><p>(2) 회사의 재무, 영업에 미치는 영향</p><p>본 합병을 통해 합병법인인 현대종합상사 주식회사가 피합병법인인 현대자원개발 주식회사를 종속회사로 유지함에 따른 불필요한 자원낭비를 줄이고 인적, 물적 자원을 효율적으로 활용함으로써, 경영효율성 증대를 기대할 수 있습니다. 또한 통합전략 수립을 통해 시너지효과를 극대화시켜 회사의 재무 및 영업에 긍정적인 영향을 미칠 것으로 예상합니다.</p>","2016","",상품 종합 도매업,"",현대자원개발,현대자원개발,"",경영효율성을 증대하고 사업간 시너지 효과를 높임으로써 주주가치를 제고,"","",I,"20210119",S,"20231014"
"730",국내-국내(In-In),비클시스템,"<p>맥스로텍의 최대주주인 김인환은 그 보유주식 보통주 5,000,000주(총발행주식수의 18.82%)를 비클시스템 주식회사에게 양도하는 계약을 아래와 같이 체결하였습니다.</p><p><br></p><p>1) 양도인 : 김인환 5,000,000주 (18.82%)</p><p>2) 양수인 : 비클시스템 주식회사 5,000,000주 (18.82%)</p>","2019","",전자통신관련제품,"",김인환,김인환,"120",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"106",해외-해외(Out-Out),구글,"구글이 동영상 공유사이트인 유튜브를 16억5천만달러에 인수키로 합의했다고 9일 발표했다. 구글의 유튜브 인수가격은 이제까지 구글의 기업인수 합병 사상 가장 많은 액수이다. 구글은 이날 유튜브 인수 합의를 공개하면서 새롭게 부상하고 있는 온라인 비디오 시장에 대한 광범위한 투자전략의 일환으로 유튜브를 인수하게 됐다고 인수배경을 설명하고, 유튜브는 비디오분야에서 구글이 계획하고 있는 ""많은 투자 가운데 하나""라고 덧붙였다.<br>","2006",미국,IT,미국,유튜브,유튜브,"16.5억달러",업계선두,"","",I,"20210119",S,"20231014"
"675",국내-국내(In-In),SK디스커버리,"<p>SK디스커버리(주)는 SK신텍(주)의 지분 100%를 보유하고 있음. 본 합병 완료시 SK디스커버리(주)는 존속회사로 계속 남아 있게 되며, 피합병법인 SK신텍(주)은 합병 후 해산하게 됨. 합병법인 SK디스커버리(주)는 본 합병을 함에 있어 신주를 발행하지 않으며, 본 합병 완료 후 SK디스커버리(주)의 최대주주 변경은 없음<br></p>","2019","","친환경소재, 백신, 의약, 에너지","",SK신텍,SK신텍,"",경영 효율성 제고,"","",I,"20210119",S,"20231014"
"761",국내-국내(In-In),성원,"<p>주식회사 성원의 최대주주는 주식회사 코리녹스로 지분율 95.35%(특수관계자 포함 96.19%)를 보유하고 있으며, 주식회사 코리녹스의 최대주주는 오권석으로 지분율 65.83%(특수관계인 포함 92.89%)를 보유하고 있습니다. 금번 분할합병 이후 주식회사 성원의 최대주주는 주식회사 코리녹스에서 오권석(지분율 41.73%가 되며, 특수관계인 포함 87.41%가 됨)으로 변경됩니다.</p>","2017","","스텐레스파이프,강관 제조","",코리녹스 (투자사업부문),코리녹스 (투자사업부문),"477","경영합리화 및 경영효율성을 추진하고자 하며, 이를통하여 기업가치의 객관적 평가 및 주주가치를 제고","","",I,"20210119",S,"20231014"
"232",국내-국내(In-In),오리온,"<p>(1)회사의 경영에 미치는 효과</p><p>- 주요사항보고서 제출일 현재 스포츠토토 주식회사의 최대주주는 주식회사 오리온으로 77.57%의 지분을 보유하고 있습니다.</p><p>- 본 합병 완료 시 주식회사 오리온은 존속회사로 계속 남아있게 되며, 스포츠토토 주식회사는 합병 후 소멸하게 됩니다.</p><p><br></p><p>(2) 회사의 재무 및 영업에 미치는 영향</p><p>- 본 합병을 통해 합병법인인 주식회사 오리온이 피합병법인인 스포츠토토 주식회사를 종속회사로 유지함에 따른 불필요한 자원낭비를 줄이고 인적ㆍ물적 자원을 효율적으로 활용함으로써, 경영효율성 증대를 기대할 수 있습니다.</p>","2016","",음식료품의 제조,"",스포츠토토,스포츠토토,"",경영자원의 통합을 통한 시너지를 창출하고 경영의 효율성을 달성,"","",I,"20210119",S,"20231014"
